32,500,42000,0.708395
32,500,42000,0.706128
32,500,42000,0.721017
32,1500,42000,0.786673
32,1500,42000,0.809265
32,1500,42000,0.798584
32,2500,42000,0.881268
32,2500,42000,0.880472
32,2500,42000,0.881716
32,3500,42000,0.954630
32,3500,42000,0.960420
32,3500,42000,0.965339
32,4500,42000,1.035847
32,4500,42000,1.031568
32,4500,42000,1.031524
32,5500,42000,1.112069
32,5500,42000,1.111984
32,5500,42000,1.114265
32,6500,42000,1.192071
32,6500,42000,1.191773
32,6500,42000,1.192234
32,7500,42000,1.279773
32,7500,42000,1.271966
32,7500,42000,1.272748
32,8500,42000,1.355251
32,8500,42000,1.364078
32,8500,42000,1.360268
32,9500,42000,1.434298
32,9500,42000,1.440804
32,9500,42000,1.448995
32,10500,42000,1.531341
32,10500,42000,1.525923
32,10500,42000,1.526646
64,500,42000,0.702848
64,500,42000,0.704141
64,500,42000,0.702765
64,1500,42000,0.735716
64,1500,42000,0.745174
64,1500,42000,0.744551
64,2500,42000,0.785835
64,2500,42000,0.777774
64,2500,42000,0.784036
64,3500,42000,0.824834
64,3500,42000,0.810177
64,3500,42000,0.822075
64,4500,42000,0.853297
64,4500,42000,0.866492
64,4500,42000,0.863688
64,5500,42000,0.903665
64,5500,42000,0.910061
64,5500,42000,0.903718
64,6500,42000,0.945984
64,6500,42000,0.946138
64,6500,42000,0.948715
64,7500,42000,0.971311
64,7500,42000,0.981722
64,7500,42000,0.987682
64,8500,42000,1.019814
64,8500,42000,1.024985
64,8500,42000,1.018883
64,9500,42000,1.058327
64,9500,42000,1.067847
64,9500,42000,1.060499
64,10500,42000,1.101822
64,10500,42000,1.103065
64,10500,42000,1.092633
128,500,42000,0.692030
128,500,42000,0.693043
128,500,42000,0.692525
128,1500,42000,0.713328
128,1500,42000,0.707022
128,1500,42000,0.716765
128,2500,42000,0.727868
128,2500,42000,0.724177
128,2500,42000,0.739279
128,3500,42000,0.751814
128,3500,42000,0.763200
128,3500,42000,0.755895
128,4500,42000,0.780556
128,4500,42000,0.773097
128,4500,42000,0.773662
128,5500,42000,0.783931
128,5500,42000,0.784273
128,5500,42000,0.793951
128,6500,42000,0.804268
128,6500,42000,0.813309
128,6500,42000,0.812894
128,7500,42000,0.831719
128,7500,42000,0.834505
128,7500,42000,0.835338
128,8500,42000,0.866870
128,8500,42000,0.855304
128,8500,42000,0.858272
128,9500,42000,0.875565
128,9500,42000,0.879073
128,9500,42000,0.875848
128,10500,42000,0.902507
128,10500,42000,0.894594
128,10500,42000,0.896337
256,500,42000,0.696869
256,500,42000,0.695133
256,500,42000,0.693854
256,1500,42000,0.704919
256,1500,42000,0.704597
256,1500,42000,0.703747
256,2500,42000,0.714173
256,2500,42000,0.713769
256,2500,42000,0.718561
256,3500,42000,0.723894
256,3500,42000,0.724870
256,3500,42000,0.724161
256,4500,42000,0.735963
256,4500,42000,0.734117
256,4500,42000,0.735258
256,5500,42000,0.744599
256,5500,42000,0.756685
256,5500,42000,0.744603
256,6500,42000,0.765652
256,6500,42000,0.779644
256,6500,42000,0.760085
256,7500,42000,0.782512
256,7500,42000,0.766946
256,7500,42000,0.765687
256,8500,42000,0.772823
256,8500,42000,0.765037
256,8500,42000,0.773108
256,9500,42000,0.775447
256,9500,42000,0.783816
256,9500,42000,0.787246
256,10500,42000,0.797126
256,10500,42000,0.794808
256,10500,42000,0.797972
512,500,42000,0.753841
512,500,42000,0.706790
512,500,42000,0.706694
512,1500,42000,0.743979
512,1500,42000,0.736018
512,1500,42000,0.734377
512,2500,42000,0.717755
512,2500,42000,0.718478
512,2500,42000,0.717468
512,3500,42000,0.723527
512,3500,42000,0.722038
512,3500,42000,0.748079
512,4500,42000,0.736016
512,4500,42000,0.730964
512,4500,42000,0.728414
512,5500,42000,0.733518
512,5500,42000,0.735175
512,5500,42000,0.727502
512,6500,42000,0.740323
512,6500,42000,0.738374
512,6500,42000,0.740064
512,7500,42000,0.745060
512,7500,42000,0.745044
512,7500,42000,0.744369
512,8500,42000,0.748656
512,8500,42000,0.740765
512,8500,42000,0.742144
512,9500,42000,0.755054
512,9500,42000,0.753903
512,9500,42000,0.754178
512,10500,42000,0.755263
512,10500,42000,0.759644
512,10500,42000,0.759760
32,500,42000,0.713230
32,500,42000,0.710866
32,500,42000,0.713196
32,1500,42000,0.775900
32,1500,42000,0.775908
32,1500,42000,0.786493
32,2500,42000,0.843397
32,2500,42000,0.850694
32,2500,42000,0.842327
32,3500,42000,0.910117
32,3500,42000,0.924182
32,3500,42000,0.917833
32,4500,42000,0.978782
32,4500,42000,0.978790
32,4500,42000,0.979821
32,5500,42000,1.046643
32,5500,42000,1.046335
32,5500,42000,1.046438
32,6500,42000,1.114721
32,6500,42000,1.122511
32,6500,42000,1.119968
32,7500,42000,1.196733
32,7500,42000,1.191138
32,7500,42000,1.189179
32,8500,42000,1.262884
32,8500,42000,1.252145
32,8500,42000,1.263599
32,9500,42000,1.319647
32,9500,42000,1.331245
32,9500,42000,1.319138
32,10500,42000,1.387011
32,10500,42000,1.392213
32,10500,42000,1.386922
64,500,42000,0.706639
64,500,42000,0.701032
64,500,42000,0.704231
64,1500,42000,0.738803
64,1500,42000,0.726761
64,1500,42000,0.745078
64,2500,42000,0.768877
64,2500,42000,0.772290
64,2500,42000,0.773332
64,3500,42000,0.808106
64,3500,42000,0.800520
64,3500,42000,0.800526
64,4500,42000,0.841920
64,4500,42000,0.840900
64,4500,42000,0.836491
64,5500,42000,0.874150
64,5500,42000,0.873518
64,5500,42000,0.869951
64,6500,42000,0.909555
64,6500,42000,0.904249
64,6500,42000,0.919123
64,7500,42000,0.941195
64,7500,42000,0.946984
64,7500,42000,0.943141
64,8500,42000,0.975171
64,8500,42000,0.973200
64,8500,42000,0.965070
64,9500,42000,1.007970
64,9500,42000,1.008355
64,9500,42000,0.997134
64,10500,42000,1.042574
64,10500,42000,1.040551
64,10500,42000,1.040102
128,500,42000,0.704537
128,500,42000,0.702112
128,500,42000,0.698375
128,1500,42000,0.711303
128,1500,42000,0.717761
128,1500,42000,0.718467
128,2500,42000,0.740107
128,2500,42000,0.735673
128,2500,42000,0.731485
128,3500,42000,0.757199
128,3500,42000,0.747240
128,3500,42000,0.747931
128,4500,42000,0.755592
128,4500,42000,0.766448
128,4500,42000,0.755677
128,5500,42000,0.781066
128,5500,42000,0.776588
128,5500,42000,0.785565
128,6500,42000,0.799553
128,6500,42000,0.798359
128,6500,42000,0.789253
128,7500,42000,0.818524
128,7500,42000,0.805942
128,7500,42000,0.806791
128,8500,42000,0.830800
128,8500,42000,0.832192
128,8500,42000,0.832297
128,9500,42000,0.859337
128,9500,42000,0.842186
128,9500,42000,0.848467
128,10500,42000,0.867959
128,10500,42000,0.865202
128,10500,42000,0.863711
256,500,42000,0.698280
256,500,42000,0.696618
256,500,42000,0.696087
256,1500,42000,0.698908
256,1500,42000,0.713059
256,1500,42000,0.715229
256,2500,42000,0.728012
256,2500,42000,0.724173
256,2500,42000,0.723692
256,3500,42000,0.723367
256,3500,42000,0.724209
256,3500,42000,0.724396
256,4500,42000,0.733173
256,4500,42000,0.730643
256,4500,42000,0.732912
256,5500,42000,0.742912
256,5500,42000,0.742778
256,5500,42000,0.741135
256,6500,42000,0.749802
256,6500,42000,0.760378
256,6500,42000,0.753225
256,7500,42000,0.770311
256,7500,42000,0.765786
256,7500,42000,0.773218
256,8500,42000,0.782790
256,8500,42000,0.762074
256,8500,42000,0.757878
256,9500,42000,0.777639
256,9500,42000,0.772891
256,9500,42000,0.771960
256,10500,42000,0.786074
256,10500,42000,0.784905
256,10500,42000,0.786665
512,500,42000,0.714792
512,500,42000,0.714847
512,500,42000,0.710877
512,1500,42000,0.735670
512,1500,42000,0.722799
512,1500,42000,0.721423
512,2500,42000,0.737324
512,2500,42000,0.718991
512,2500,42000,0.717574
512,3500,42000,0.723389
512,3500,42000,0.724129
512,3500,42000,0.742234
512,4500,42000,0.745278
512,4500,42000,0.734889
512,4500,42000,0.726040
512,5500,42000,0.732154
512,5500,42000,0.734225
512,5500,42000,0.732220
512,6500,42000,0.755105
512,6500,42000,0.755825
512,6500,42000,0.736005
512,7500,42000,0.741781
512,7500,42000,0.746965
512,7500,42000,0.744066
512,8500,42000,0.746115
512,8500,42000,0.744633
512,8500,42000,0.757304
512,9500,42000,0.751626
512,9500,42000,0.750757
512,9500,42000,0.749857
512,10500,42000,0.753724
512,10500,42000,0.755893
512,10500,42000,0.748980
